batch_id,medicine_id,medicine_name,expiry_date,quantity_vien,branch_id
B1467,M46,Thuoc_M46,2026-01-27,100,CN7
B1468,M29,Thuoc_M29,2025-11-26,1000,CN2
B1469,M2,Thuoc_M2,2025-05-08,900,CN3
B1470,M10,Thuoc_M10,2025-08-18,1600,CN1
B1471,M31,Thuoc_M31,2026-06-28,900,CN4
B1472,M30,Thuoc_M30,2027-02-12,200,CN7
B1473,M29,Thuoc_M29,2026-09-27,1300,CN2
B1474,M43,Thuoc_M43,2026-07-23,100,CN8
B1475,M24,Thuoc_M24,2027-08-21,1700,CN4
B1476,M35,Thuoc_M35,2026-05-03,700,CN7
B1477,M38,Thuoc_M38,2025-11-03,1000,CN6
B1478,M38,Thuoc_M38,2025-04-17,100,CN3
B1479,M46,Thuoc_M46,2025-10-18,1900,CN10
B1480,M14,Thuoc_M14,2026-01-18,1900,CN3
B1481,M26,Thuoc_M26,2027-05-19,1600,CN7
B1482,M40,Thuoc_M40,2027-07-18,1500,CN5
B1483,M26,Thuoc_M26,2026-11-19,200,CN1
B1484,M49,Thuoc_M49,2027-08-05,500,CN1
B1485,M19,Thuoc_M19,2025-12-30,800,CN8
B1486,M18,Thuoc_M18,2027-05-03,1500,CN6
B1487,M38,Thuoc_M38,2025-09-15,1500,CN9
B1488,M33,Thuoc_M33,2025-03-28,1400,CN5
B1489,M49,Thuoc_M49,2027-01-09,1400,CN4
B1490,M22,Thuoc_M22,2025-04-29,700,CN2
B1491,M9,Thuoc_M9,2027-06-13,1400,CN4
B1492,M31,Thuoc_M31,2027-01-03,1100,CN5
B1493,M45,Thuoc_M45,2026-07-22,1500,CN9
B1494,M46,Thuoc_M46,2025-05-13,300,CN8
B1495,M12,Thuoc_M12,2026-09-09,1200,CN3
B1496,M25,Thuoc_M25,2026-04-18,1200,CN6
B1497,M28,Thuoc_M28,2026-07-04,1500,CN9
B1498,M25,Thuoc_M25,2026-02-25,1900,CN2
B1499,M10,Thuoc_M10,2025-05-31,1400,CN8
B1500,M44,Thuoc_M44,2025-10-15,1300,CN8
B1501,M45,Thuoc_M45,2027-05-01,1100,CN10
B1502,M44,Thuoc_M44,2025-11-15,1200,CN10
B1503,M3,Thuoc_M3,2026-07-10,1600,CN8
B1504,M3,Thuoc_M3,2025-11-30,1200,CN4
B1505,M34,Thuoc_M34,2025-04-08,1900,CN2
B1506,M40,Thuoc_M40,2025-07-10,600,CN10
B1507,M14,Thuoc_M14,2027-03-04,1000,CN1
B1508,M20,Thuoc_M20,2026-04-21,400,CN2
B1509,M42,Thuoc_M42,2027-09-04,1900,CN1
B1510,M44,Thuoc_M44,2026-06-17,600,CN1
B1511,M27,Thuoc_M27,2025-07-26,100,CN3
B1512,M11,Thuoc_M11,2025-04-27,200,CN7
B1513,M26,Thuoc_M26,2025-04-21,1700,CN5
B1514,M34,Thuoc_M34,2026-09-24,1300,CN6
B1515,M44,Thuoc_M44,2027-02-16,200,CN5
B1516,M22,Thuoc_M22,2026-04-29,1500,CN6
B1517,M43,Thuoc_M43,2027-08-04,400,CN2
B1518,M10,Thuoc_M10,2026-12-18,1000,CN1
B1519,M25,Thuoc_M25,2026-12-27,800,CN1
B1520,M48,Thuoc_M48,2025-08-11,300,CN10
B1521,M37,Thuoc_M37,2027-01-15,1000,CN10
B1522,M47,Thuoc_M47,2027-06-15,300,CN2
B1523,M49,Thuoc_M49,2026-02-28,500,CN3
B1524,M12,Thuoc_M12,2026-01-03,1000,CN3
B1525,M18,Thuoc_M18,2027-06-17,1000,CN4
B1526,M37,Thuoc_M37,2026-08-06,700,CN1
B1527,M37,Thuoc_M37,2026-12-18,500,CN8
B1528,M15,Thuoc_M15,2026-12-28,1300,CN8
B1529,M16,Thuoc_M16,2025-08-12,600,CN8
B1530,M50,Thuoc_M50,2026-06-28,800,CN7
B1531,M48,Thuoc_M48,2027-06-07,800,CN9
B1532,M45,Thuoc_M45,2025-12-23,500,CN5
B1533,M10,Thuoc_M10,2027-02-24,500,CN7
B1534,M5,Thuoc_M5,2025-08-10,500,CN8
B1535,M38,Thuoc_M38,2025-07-06,2000,CN6
B1536,M22,Thuoc_M22,2025-12-11,600,CN6
B1537,M4,Thuoc_M4,2025-11-27,100,CN9
B1538,M49,Thuoc_M49,2025-12-01,800,CN7
B1539,M28,Thuoc_M28,2025-04-24,700,CN1
B1540,M6,Thuoc_M6,2027-06-05,1300,CN5
B1541,M45,Thuoc_M45,2027-01-24,1300,CN4
B1542,M17,Thuoc_M17,2027-06-05,1200,CN9
B1543,M44,Thuoc_M44,2026-09-18,800,CN1
B1544,M31,Thuoc_M31,2026-04-23,1000,CN3
B1545,M32,Thuoc_M32,2026-08-31,1000,CN8
B1546,M5,Thuoc_M5,2027-05-12,1900,CN8
B1547,M4,Thuoc_M4,2026-02-22,1000,CN3
B1548,M1,Thuoc_M1,2026-07-10,1700,CN8
B1549,M17,Thuoc_M17,2025-09-04,100,CN1
B1550,M28,Thuoc_M28,2025-10-15,1300,CN8
B1551,M26,Thuoc_M26,2026-03-16,1000,CN3
B1552,M6,Thuoc_M6,2025-12-08,800,CN3
B1553,M43,Thuoc_M43,2025-12-15,600,CN9
B1554,M32,Thuoc_M32,2027-02-15,1400,CN2
B1555,M19,Thuoc_M19,2025-12-30,1700,CN6
B1556,M30,Thuoc_M30,2027-03-17,100,CN1
B1557,M1,Thuoc_M1,2027-03-25,1000,CN8
B1558,M42,Thuoc_M42,2026-05-14,1100,CN10
B1559,M19,Thuoc_M19,2027-07-07,1400,CN1
B1560,M43,Thuoc_M43,2025-07-10,1500,CN4
B1561,M34,Thuoc_M34,2026-08-19,1300,CN6
B1562,M23,Thuoc_M23,2027-05-03,1600,CN8
B1563,M14,Thuoc_M14,2026-08-30,700,CN4
B1564,M27,Thuoc_M27,2026-07-22,200,CN2
B1565,M31,Thuoc_M31,2027-07-26,2000,CN7
B1566,M48,Thuoc_M48,2025-07-31,1400,CN6
B1567,M46,Thuoc_M46,2027-05-23,2000,CN9
B1568,M12,Thuoc_M12,2026-07-21,1400,CN9
B1569,M27,Thuoc_M27,2026-11-14,700,CN8
B1570,M4,Thuoc_M4,2027-02-05,1800,CN9
B1571,M40,Thuoc_M40,2025-11-29,500,CN9
B1572,M8,Thuoc_M8,2026-05-10,300,CN7
B1573,M29,Thuoc_M29,2027-05-12,1100,CN8
B1574,M39,Thuoc_M39,2027-07-19,1500,CN2
B1575,M36,Thuoc_M36,2025-05-03,1500,CN6
B1576,M33,Thuoc_M33,2027-06-09,200,CN4
B1577,M5,Thuoc_M5,2026-08-22,1200,CN9
B1578,M11,Thuoc_M11,2025-04-24,1500,CN10
B1579,M47,Thuoc_M47,2026-07-15,300,CN4
B1580,M35,Thuoc_M35,2025-08-30,2000,CN4
B1581,M44,Thuoc_M44,2025-04-28,1800,CN4
B1582,M49,Thuoc_M49,2025-09-15,100,CN6
B1583,M18,Thuoc_M18,2026-01-24,900,CN10
B1584,M2,Thuoc_M2,2026-04-24,900,CN5
B1585,M34,Thuoc_M34,2026-05-31,700,CN5
B1586,M48,Thuoc_M48,2027-04-18,1500,CN7
B1587,M38,Thuoc_M38,2025-11-10,900,CN5
B1588,M14,Thuoc_M14,2026-08-29,1400,CN10
B1589,M21,Thuoc_M21,2026-05-28,1000,CN10
B1590,M40,Thuoc_M40,2025-03-27,1600,CN1
B1591,M21,Thuoc_M21,2025-12-29,1200,CN3
B1592,M11,Thuoc_M11,2026-02-18,1800,CN4
B1593,M3,Thuoc_M3,2026-08-29,900,CN6
B1594,M21,Thuoc_M21,2025-12-03,1800,CN5
B1595,M23,Thuoc_M23,2026-02-25,1800,CN4
B1596,M30,Thuoc_M30,2025-07-21,1100,CN7
B1597,M1,Thuoc_M1,2026-04-20,2000,CN8
B1598,M48,Thuoc_M48,2026-07-03,1200,CN9
B1599,M24,Thuoc_M24,2027-04-21,400,CN6
B1600,M17,Thuoc_M17,2027-05-30,1300,CN6
B1601,M30,Thuoc_M30,2027-06-08,600,CN1
B1602,M42,Thuoc_M42,2027-05-06,400,CN9
B1603,M3,Thuoc_M3,2027-05-01,300,CN9
B1604,M18,Thuoc_M18,2026-03-18,1300,CN1
B1605,M15,Thuoc_M15,2026-10-06,900,CN1
B1606,M41,Thuoc_M41,2026-05-23,1000,CN8
B1607,M16,Thuoc_M16,2026-01-17,300,CN4
B1608,M43,Thuoc_M43,2025-05-24,1900,CN6
B1609,M2,Thuoc_M2,2026-04-26,200,CN8
B1610,M25,Thuoc_M25,2025-10-24,600,CN5
B1611,M4,Thuoc_M4,2026-10-04,800,CN1
B1612,M8,Thuoc_M8,2026-08-30,1500,CN5
B1613,M9,Thuoc_M9,2027-07-13,400,CN4
B1614,M5,Thuoc_M5,2027-08-27,1300,CN6
B1615,M36,Thuoc_M36,2025-03-21,1600,CN10
B1616,M9,Thuoc_M9,2027-02-13,1500,CN1
B1617,M34,Thuoc_M34,2025-05-26,2000,CN3
B1618,M40,Thuoc_M40,2026-04-28,700,CN2
B1619,M31,Thuoc_M31,2026-01-26,500,CN7
B1620,M11,Thuoc_M11,2026-11-07,1400,CN2
B1621,M3,Thuoc_M3,2025-07-21,300,CN8
B1622,M36,Thuoc_M36,2027-07-25,100,CN9
B1623,M33,Thuoc_M33,2025-04-27,200,CN5
B1624,M2,Thuoc_M2,2026-01-26,1700,CN9
B1625,M5,Thuoc_M5,2025-06-13,1000,CN3
B1626,M7,Thuoc_M7,2027-05-01,1200,CN1
B1627,M27,Thuoc_M27,2026-06-30,1000,CN9
B1628,M38,Thuoc_M38,2025-09-03,500,CN4
B1629,M44,Thuoc_M44,2025-10-15,700,CN1
B1630,M45,Thuoc_M45,2025-08-08,300,CN7
B1631,M29,Thuoc_M29,2026-01-02,1800,CN2
B1632,M6,Thuoc_M6,2025-10-26,200,CN7
B1633,M13,Thuoc_M13,2026-07-20,200,CN6
B1634,M11,Thuoc_M11,2026-08-30,700,CN10
B1635,M17,Thuoc_M17,2026-10-25,1000,CN1
B1636,M39,Thuoc_M39,2026-05-11,2000,CN4
B1637,M44,Thuoc_M44,2026-07-06,800,CN9
B1638,M15,Thuoc_M15,2026-02-17,200,CN5
B1639,M9,Thuoc_M9,2025-12-06,1500,CN4
B1640,M20,Thuoc_M20,2026-07-10,1600,CN10
B1641,M10,Thuoc_M10,2027-03-21,2000,CN4
B1642,M46,Thuoc_M46,2026-02-03,1400,CN2
B1643,M34,Thuoc_M34,2026-11-01,1800,CN1
B1644,M47,Thuoc_M47,2027-06-29,300,CN9
B1645,M37,Thuoc_M37,2026-01-27,600,CN6
B1646,M16,Thuoc_M16,2027-08-10,1400,CN2
B1647,M27,Thuoc_M27,2027-01-07,1900,CN8
B1648,M18,Thuoc_M18,2026-08-16,500,CN2
B1649,M45,Thuoc_M45,2025-08-10,1400,CN6
B1650,M41,Thuoc_M41,2027-06-13,900,CN8
B1651,M23,Thuoc_M23,2027-04-02,600,CN9
B1652,M38,Thuoc_M38,2026-10-03,300,CN2
B1653,M2,Thuoc_M2,2027-01-24,500,CN3
B1654,M23,Thuoc_M23,2026-06-28,1500,CN6
B1655,M34,Thuoc_M34,2027-05-21,400,CN7
B1656,M19,Thuoc_M19,2025-07-06,1700,CN6
B1657,M7,Thuoc_M7,2025-04-29,1000,CN2
B1658,M46,Thuoc_M46,2025-05-28,1000,CN8
B1659,M31,Thuoc_M31,2026-11-24,1000,CN3
B1660,M26,Thuoc_M26,2027-04-01,300,CN2
B1661,M47,Thuoc_M47,2026-04-12,800,CN3
B1662,M50,Thuoc_M50,2025-07-16,1800,CN6
B1663,M8,Thuoc_M8,2027-08-14,1900,CN4
B1664,M25,Thuoc_M25,2027-05-06,1000,CN3
B1665,M20,Thuoc_M20,2026-08-28,1400,CN4
B1666,M11,Thuoc_M11,2026-04-15,300,CN1
B1667,M15,Thuoc_M15,2025-12-11,1300,CN8
B1668,M47,Thuoc_M47,2027-07-13,1900,CN5
B1669,M43,Thuoc_M43,2027-06-15,1200,CN9
B1670,M14,Thuoc_M14,2026-10-18,600,CN10
B1671,M20,Thuoc_M20,2025-10-08,1200,CN6
B1672,M42,Thuoc_M42,2026-02-12,1400,CN5
B1673,M14,Thuoc_M14,2027-04-20,700,CN5
B1674,M41,Thuoc_M41,2025-07-30,700,CN8
B1675,M40,Thuoc_M40,2027-05-22,900,CN9
B1676,M29,Thuoc_M29,2026-03-04,400,CN4
B1677,M29,Thuoc_M29,2025-12-25,500,CN9
B1678,M47,Thuoc_M47,2025-11-24,1900,CN3
B1679,M10,Thuoc_M10,2025-07-09,1900,CN6
B1680,M4,Thuoc_M4,2026-05-12,2000,CN3
B1681,M32,Thuoc_M32,2026-03-24,1600,CN7
B1682,M16,Thuoc_M16,2026-10-25,1000,CN8
B1683,M1,Thuoc_M1,2027-01-18,1200,CN10
B1684,M28,Thuoc_M28,2026-07-11,900,CN5
B1685,M32,Thuoc_M32,2026-03-20,1000,CN2
B1686,M20,Thuoc_M20,2026-11-21,1300,CN2
B1687,M23,Thuoc_M23,2027-07-23,1100,CN5
B1688,M45,Thuoc_M45,2025-04-16,1700,CN6
B1689,M47,Thuoc_M47,2026-03-05,400,CN6
B1690,M48,Thuoc_M48,2027-03-02,1300,CN7
B1691,M33,Thuoc_M33,2027-02-14,700,CN1
B1692,M16,Thuoc_M16,2026-03-30,1800,CN7
B1693,M32,Thuoc_M32,2027-08-19,1300,CN3
B1694,M49,Thuoc_M49,2027-08-23,500,CN1
B1695,M21,Thuoc_M21,2026-11-26,1000,CN7
B1696,M47,Thuoc_M47,2025-06-09,1600,CN3
B1697,M14,Thuoc_M14,2025-05-03,1400,CN8
B1698,M9,Thuoc_M9,2026-09-03,1500,CN5
B1699,M38,Thuoc_M38,2027-05-05,1300,CN10
B1700,M39,Thuoc_M39,2027-07-12,1100,CN7
B1701,M11,Thuoc_M11,2027-03-04,400,CN2
B1702,M2,Thuoc_M2,2026-03-14,1400,CN7
B1703,M17,Thuoc_M17,2026-01-11,1400,CN8
B1704,M14,Thuoc_M14,2026-10-03,1700,CN10
B1705,M31,Thuoc_M31,2027-04-06,1500,CN6
B1706,M50,Thuoc_M50,2025-12-15,1200,CN8
B1707,M5,Thuoc_M5,2026-07-03,1600,CN8
B1708,M23,Thuoc_M23,2026-01-12,1700,CN3
B1709,M38,Thuoc_M38,2027-05-10,1200,CN5
B1710,M15,Thuoc_M15,2025-05-28,500,CN1
B1711,M8,Thuoc_M8,2026-10-30,1500,CN1
B1712,M16,Thuoc_M16,2025-08-01,1200,CN5
B1713,M43,Thuoc_M43,2027-01-19,300,CN9
B1714,M16,Thuoc_M16,2025-12-29,100,CN1
B1715,M48,Thuoc_M48,2025-06-02,200,CN1
B1716,M40,Thuoc_M40,2025-10-18,700,CN2
B1717,M32,Thuoc_M32,2027-04-29,900,CN6
B1718,M44,Thuoc_M44,2027-08-09,2000,CN10
B1719,M49,Thuoc_M49,2025-05-13,700,CN8
B1720,M37,Thuoc_M37,2026-08-29,1300,CN8
B1721,M50,Thuoc_M50,2026-03-18,200,CN6
B1722,M21,Thuoc_M21,2025-08-13,800,CN6
B1723,M40,Thuoc_M40,2025-05-15,400,CN3
B1724,M28,Thuoc_M28,2026-03-21,100,CN5
B1725,M36,Thuoc_M36,2025-11-18,1400,CN7
B1726,M5,Thuoc_M5,2026-06-16,500,CN3
B1727,M25,Thuoc_M25,2027-08-07,1200,CN10
B1728,M25,Thuoc_M25,2026-12-28,100,CN2
B1729,M5,Thuoc_M5,2026-07-09,1100,CN3
B1730,M33,Thuoc_M33,2027-04-14,700,CN7
B1731,M5,Thuoc_M5,2026-04-19,1300,CN1
B1732,M35,Thuoc_M35,2027-05-18,1900,CN7
B1733,M45,Thuoc_M45,2027-06-24,900,CN1
B1734,M48,Thuoc_M48,2027-05-16,1900,CN10
B1735,M48,Thuoc_M48,2026-03-13,1900,CN1
B1736,M28,Thuoc_M28,2027-05-03,300,CN5
B1737,M28,Thuoc_M28,2027-02-01,1500,CN6
B1738,M38,Thuoc_M38,2026-04-19,1800,CN5
B1739,M8,Thuoc_M8,2027-08-14,1100,CN5
B1740,M49,Thuoc_M49,2025-11-28,1000,CN8
B1741,M41,Thuoc_M41,2026-09-19,800,CN7
B1742,M37,Thuoc_M37,2025-10-16,1100,CN1
B1743,M24,Thuoc_M24,2025-11-01,400,CN3
B1744,M33,Thuoc_M33,2027-03-17,400,CN9
B1745,M34,Thuoc_M34,2027-08-27,1000,CN1
B1746,M30,Thuoc_M30,2026-12-15,1100,CN3
B1747,M20,Thuoc_M20,2027-04-08,1200,CN9
B1748,M7,Thuoc_M7,2025-07-02,100,CN3
B1749,M6,Thuoc_M6,2025-07-12,1900,CN9
B1750,M42,Thuoc_M42,2026-12-27,2000,CN5
B1751,M38,Thuoc_M38,2026-02-05,1500,CN4
B1752,M38,Thuoc_M38,2026-09-22,300,CN3
B1753,M10,Thuoc_M10,2026-02-01,1200,CN9
B1754,M28,Thuoc_M28,2025-04-15,400,CN10
B1755,M4,Thuoc_M4,2025-06-06,1700,CN5
B1756,M33,Thuoc_M33,2025-12-02,900,CN9
B1757,M37,Thuoc_M37,2026-01-24,400,CN4
B1758,M1,Thuoc_M1,2025-09-22,600,CN7
B1759,M40,Thuoc_M40,2026-05-16,400,CN2
B1760,M40,Thuoc_M40,2026-11-18,800,CN2
B1761,M37,Thuoc_M37,2026-08-21,1300,CN3
B1762,M21,Thuoc_M21,2026-12-05,1600,CN9
B1763,M48,Thuoc_M48,2026-09-01,1800,CN8
B1764,M30,Thuoc_M30,2025-07-27,1600,CN4
B1765,M7,Thuoc_M7,2026-10-02,1000,CN5
B1766,M44,Thuoc_M44,2026-11-16,1300,CN6
B1767,M28,Thuoc_M28,2025-12-27,600,CN4
B1768,M2,Thuoc_M2,2026-11-27,1100,CN1
B1769,M7,Thuoc_M7,2026-11-07,400,CN2
B1770,M1,Thuoc_M1,2025-04-16,1200,CN6
B1771,M12,Thuoc_M12,2026-10-24,300,CN8
B1772,M29,Thuoc_M29,2027-08-07,800,CN5
B1773,M19,Thuoc_M19,2026-03-18,800,CN9
B1774,M30,Thuoc_M30,2027-03-13,600,CN5
B1775,M21,Thuoc_M21,2026-11-04,1000,CN9
B1776,M14,Thuoc_M14,2026-11-25,400,CN1
B1777,M8,Thuoc_M8,2025-07-26,600,CN7
B1778,M37,Thuoc_M37,2027-03-14,700,CN6
B1779,M13,Thuoc_M13,2025-04-11,1100,CN5
B1780,M32,Thuoc_M32,2025-11-18,2000,CN7
B1781,M41,Thuoc_M41,2025-05-22,1900,CN6
B1782,M3,Thuoc_M3,2027-06-23,700,CN8
B1783,M9,Thuoc_M9,2026-12-30,1200,CN9
B1784,M19,Thuoc_M19,2026-01-02,800,CN8
B1785,M15,Thuoc_M15,2027-05-17,1100,CN8
B1786,M27,Thuoc_M27,2026-05-19,900,CN1
B1787,M38,Thuoc_M38,2027-04-30,1500,CN6
B1788,M50,Thuoc_M50,2027-07-25,100,CN6
B1789,M26,Thuoc_M26,2027-04-30,700,CN6
B1790,M48,Thuoc_M48,2027-03-03,700,CN7
B1791,M35,Thuoc_M35,2026-10-18,1500,CN10
B1792,M8,Thuoc_M8,2025-11-15,600,CN10
B1793,M43,Thuoc_M43,2026-04-04,1000,CN3
B1794,M30,Thuoc_M30,2026-05-31,200,CN6
B1795,M33,Thuoc_M33,2027-02-12,1500,CN3
B1796,M42,Thuoc_M42,2026-09-06,500,CN7
B1797,M15,Thuoc_M15,2025-12-11,1100,CN9
B1798,M39,Thuoc_M39,2026-06-18,1900,CN3
B1799,M9,Thuoc_M9,2026-02-20,500,CN2
B1800,M33,Thuoc_M33,2025-11-09,300,CN8
B1801,M28,Thuoc_M28,2026-04-30,900,CN10
B1802,M4,Thuoc_M4,2027-01-26,200,CN2
B1803,M32,Thuoc_M32,2025-10-09,1500,CN3
B1804,M30,Thuoc_M30,2025-10-08,1000,CN3
B1805,M35,Thuoc_M35,2026-10-28,1600,CN4
B1806,M15,Thuoc_M15,2027-01-31,1300,CN6
B1807,M36,Thuoc_M36,2026-01-26,800,CN7
B1808,M6,Thuoc_M6,2026-11-12,900,CN5
B1809,M20,Thuoc_M20,2025-06-20,1000,CN3
B1810,M8,Thuoc_M8,2027-08-21,1000,CN1
B1811,M8,Thuoc_M8,2026-08-16,300,CN6
B1812,M4,Thuoc_M4,2026-07-18,1200,CN6
B1813,M36,Thuoc_M36,2026-10-09,700,CN7
B1814,M6,Thuoc_M6,2025-11-29,2000,CN4
B1815,M16,Thuoc_M16,2026-05-21,1300,CN8
B1816,M35,Thuoc_M35,2025-08-16,200,CN2
B1817,M28,Thuoc_M28,2026-08-26,1400,CN6
B1818,M38,Thuoc_M38,2025-08-29,900,CN6
B1819,M2,Thuoc_M2,2026-10-12,1400,CN8
B1820,M50,Thuoc_M50,2026-01-22,1700,CN9
B1821,M39,Thuoc_M39,2025-06-19,1300,CN6
B1822,M42,Thuoc_M42,2026-09-30,800,CN5
B1823,M44,Thuoc_M44,2025-06-27,1100,CN1
B1824,M26,Thuoc_M26,2025-06-06,500,CN2
B1825,M41,Thuoc_M41,2025-10-22,500,CN7
B1826,M28,Thuoc_M28,2025-09-20,1200,CN8
B1827,M37,Thuoc_M37,2025-09-09,900,CN5
B1828,M20,Thuoc_M20,2025-04-29,1900,CN3
B1829,M4,Thuoc_M4,2027-03-11,500,CN2
B1830,M5,Thuoc_M5,2026-01-08,200,CN2
B1831,M11,Thuoc_M11,2025-12-19,800,CN5
B1832,M11,Thuoc_M11,2027-06-15,1500,CN1
B1833,M32,Thuoc_M32,2025-08-16,1100,CN5
B1834,M48,Thuoc_M48,2025-05-12,200,CN8
B1835,M15,Thuoc_M15,2026-03-09,2000,CN9
B1836,M26,Thuoc_M26,2025-07-18,1300,CN3
B1837,M8,Thuoc_M8,2027-08-08,1000,CN9
B1838,M18,Thuoc_M18,2025-03-31,1600,CN2
B1839,M28,Thuoc_M28,2026-05-19,600,CN10
B1840,M36,Thuoc_M36,2026-12-07,700,CN6
B1841,M31,Thuoc_M31,2025-10-02,300,CN10
B1842,M2,Thuoc_M2,2026-11-08,1100,CN8
B1843,M29,Thuoc_M29,2027-01-29,300,CN9
B1844,M34,Thuoc_M34,2026-05-15,400,CN1
B1845,M26,Thuoc_M26,2026-11-21,300,CN9
B1846,M24,Thuoc_M24,2026-01-27,1700,CN6
B1847,M14,Thuoc_M14,2027-04-03,200,CN4
B1848,M27,Thuoc_M27,2027-08-17,100,CN6
B1849,M5,Thuoc_M5,2026-11-17,1800,CN1
B1850,M28,Thuoc_M28,2026-03-29,1900,CN7
B1851,M25,Thuoc_M25,2026-05-31,100,CN4
B1852,M11,Thuoc_M11,2026-11-16,1800,CN8
B1853,M35,Thuoc_M35,2025-07-24,100,CN5
B1854,M1,Thuoc_M1,2026-11-22,600,CN4
B1855,M10,Thuoc_M10,2025-08-21,1200,CN2
B1856,M28,Thuoc_M28,2025-08-09,1300,CN5
B1857,M4,Thuoc_M4,2025-04-27,800,CN4
B1858,M8,Thuoc_M8,2026-10-18,200,CN10
B1859,M32,Thuoc_M32,2025-05-14,1900,CN4
B1860,M42,Thuoc_M42,2027-03-29,900,CN9
B1861,M18,Thuoc_M18,2025-04-25,1200,CN9
B1862,M29,Thuoc_M29,2026-05-23,900,CN1
B1863,M45,Thuoc_M45,2025-06-29,400,CN5
B1864,M4,Thuoc_M4,2026-09-14,1200,CN7
B1865,M28,Thuoc_M28,2026-11-01,500,CN1
B1866,M16,Thuoc_M16,2026-09-15,900,CN3
B1867,M14,Thuoc_M14,2026-03-02,1700,CN6
B1868,M47,Thuoc_M47,2025-09-29,1700,CN2
B1869,M39,Thuoc_M39,2026-10-29,1100,CN7
B1870,M21,Thuoc_M21,2026-09-30,100,CN8
B1871,M35,Thuoc_M35,2027-08-01,900,CN2
B1872,M16,Thuoc_M16,2025-11-30,900,CN3
B1873,M4,Thuoc_M4,2026-11-03,1600,CN4
B1874,M26,Thuoc_M26,2027-02-04,1100,CN9
B1875,M30,Thuoc_M30,2026-06-12,1900,CN3
B1876,M13,Thuoc_M13,2026-04-27,800,CN4
B1877,M13,Thuoc_M13,2026-06-19,1200,CN2
B1878,M22,Thuoc_M22,2026-02-13,1800,CN3
B1879,M38,Thuoc_M38,2025-12-19,800,CN2
B1880,M20,Thuoc_M20,2025-04-30,2000,CN7
B1881,M30,Thuoc_M30,2025-12-29,600,CN9
B1882,M28,Thuoc_M28,2027-05-05,100,CN3
B1883,M35,Thuoc_M35,2026-09-12,900,CN6
B1884,M11,Thuoc_M11,2026-08-28,800,CN1
B1885,M18,Thuoc_M18,2027-04-10,1300,CN8
B1886,M34,Thuoc_M34,2025-12-28,1600,CN5
B1887,M41,Thuoc_M41,2026-07-02,900,CN8
B1888,M33,Thuoc_M33,2027-07-25,1700,CN7
B1889,M32,Thuoc_M32,2027-05-28,1900,CN1
B1890,M28,Thuoc_M28,2026-07-06,1300,CN7
B1891,M46,Thuoc_M46,2025-06-03,600,CN7
B1892,M13,Thuoc_M13,2025-09-13,800,CN4
B1893,M27,Thuoc_M27,2026-12-28,300,CN3
B1894,M18,Thuoc_M18,2026-08-23,1200,CN3
B1895,M38,Thuoc_M38,2025-11-26,2000,CN3
B1896,M21,Thuoc_M21,2026-03-27,1300,CN5
B1897,M1,Thuoc_M1,2025-09-04,300,CN5
B1898,M16,Thuoc_M16,2025-06-10,100,CN6
B1899,M22,Thuoc_M22,2025-09-11,1900,CN10
B1900,M28,Thuoc_M28,2025-04-30,1300,CN8
B1901,M37,Thuoc_M37,2026-02-28,1700,CN7
B1902,M11,Thuoc_M11,2027-01-14,900,CN8
B1903,M7,Thuoc_M7,2026-12-13,100,CN4
B1904,M50,Thuoc_M50,2026-02-20,1500,CN5
B1905,M10,Thuoc_M10,2025-06-13,200,CN9
B1906,M33,Thuoc_M33,2026-03-21,900,CN9
B1907,M16,Thuoc_M16,2026-02-16,1200,CN7
B1908,M12,Thuoc_M12,2026-10-01,500,CN4
B1909,M39,Thuoc_M39,2025-08-03,500,CN1
B1910,M13,Thuoc_M13,2026-11-24,1200,CN8
B1911,M31,Thuoc_M31,2026-05-30,1900,CN10
B1912,M31,Thuoc_M31,2025-07-23,400,CN9
B1913,M36,Thuoc_M36,2025-12-16,1500,CN1
B1914,M23,Thuoc_M23,2027-07-13,300,CN8
B1915,M25,Thuoc_M25,2027-04-23,500,CN7
B1916,M41,Thuoc_M41,2027-07-05,1000,CN7
B1917,M11,Thuoc_M11,2026-06-25,1700,CN3
B1918,M23,Thuoc_M23,2026-07-22,700,CN9
B1919,M48,Thuoc_M48,2027-01-15,300,CN10
B1920,M2,Thuoc_M2,2026-03-26,200,CN3
B1921,M36,Thuoc_M36,2026-09-13,1500,CN5
B1922,M19,Thuoc_M19,2025-09-16,1700,CN6
B1923,M8,Thuoc_M8,2025-12-19,500,CN9
B1924,M27,Thuoc_M27,2025-12-06,2000,CN3
B1925,M50,Thuoc_M50,2026-08-17,1800,CN9
B1926,M1,Thuoc_M1,2026-08-18,1600,CN9
B1927,M15,Thuoc_M15,2027-06-10,1700,CN1
B1928,M6,Thuoc_M6,2025-09-27,700,CN5
B1929,M13,Thuoc_M13,2026-08-21,1400,CN5
B1930,M1,Thuoc_M1,2025-12-07,600,CN6
B1931,M36,Thuoc_M36,2026-08-23,1000,CN8
B1932,M10,Thuoc_M10,2027-03-12,1700,CN8
B1933,M1,Thuoc_M1,2026-05-01,400,CN8
B1934,M38,Thuoc_M38,2026-09-01,600,CN8
B1935,M37,Thuoc_M37,2025-08-25,500,CN8
B1936,M29,Thuoc_M29,2026-02-17,200,CN2
B1937,M30,Thuoc_M30,2025-05-15,2000,CN6
B1938,M18,Thuoc_M18,2025-11-02,1800,CN3
